1,2020-07-06 20:12:12.312,-282.842712474619020,-282.842712474619020,282.842712474619020,1,1,1,0,0,0,1,0
2,2020-07-06 20:12:12.313,-319.461668656724328,-319.461668656724328,218.537140914441579,1,0,1,1,1,0,1,0
3,2020-07-06 20:12:12.314,-324.809490890382733,-324.809490890382733,132.839631363764738,1,0,0,1,0,0,0,0
4,2020-07-06 20:12:12.315,-298.362697074895323,-298.362697074895323,34.138853147067465,1,0,1,0,1,1,0,1
5,2020-07-06 20:12:12.316,-242.710083654569587,-242.710083654569587,-67.903673875041108,0,1,0,0,0,1,0,0
6,2020-07-06 20:12:12.317,-163.299316185545081,-163.299316185545081,-163.299316185545223,0,0,0,0,1,1,0,1
7,2020-07-06 20:12:12.318,-67.903673875041136,-67.903673875041136,-242.710083654569530,1,0,1,1,0,0,1,1
8,2020-07-06 20:12:12.319,34.138853147067429,34.138853147067429,-298.362697074895209,1,0,1,0,0,0,0,0
9,2020-07-06 20:12:12.320,132.839631363764710,132.839631363764710,-324.809490890382733,0,0,0,0,0,0,0,0
10,2020-07-06 20:12:12.321,218.537140914441693,218.537140914441693,-319.461668656724271,0,1,1,0,0,1,1,0
11,2020-07-06 20:12:12.322,282.842712474619077,282.842712474619077,-282.842712474618963,1,1,0,1,0,1,1,1
12,2020-07-06 20:12:12.323,319.461668656724271,319.461668656724271,-218.537140914441721,1,1,0,0,0,0,0,1
13,2020-07-06 20:12:12.324,324.809490890382733,324.809490890382733,-132.839631363764909,0,1,0,1,0,1,0,1
14,2020-07-06 20:12:12.325,298.362697074895209,298.362697074895209,-34.138853147067074,0,0,0,0,0,0,1,0
15,2020-07-06 20:12:12.326,242.710083654569615,242.710083654569615,67.903673875040923,0,1,0,0,0,1,0,1
16,2020-07-06 20:12:12.327,163.299316185545166,163.299316185545166,163.299316185544967,0,0,0,0,1,0,0,0
17,2020-07-06 20:12:12.328,67.903673875041179,67.903673875041179,242.710083654569416,1,1,0,0,0,0,1,0
18,2020-07-06 20:12:12.329,-34.138853147067394,-34.138853147067394,298.362697074895209,0,0,1,0,1,1,0,0
19,2020-07-06 20:12:12.330,-132.839631363764965,-132.839631363764965,324.809490890382733,1,0,0,0,0,1,0,0
